UID,Chemical,Time,Temperature,Na,Cu,O,Fe,Mn,Ni,P2O3ratio,Cat_Success
U00236,NaFe7/18Mn7/18Cu1/9Ni1/9O2,6,950,1.0,0.1111111111111111,2.0,0.3888888888888889,0.3888888888888889,0.1111111111111111,0.8,Successful
U00237,NaCu7/18Fe7/18Mn1/9Ni1/9O2,6,950,1.0,0.3888888888888889,2.0,0.3888888888888889,0.1111111111111111,0.1111111111111111,0.29,Successful
U00238,NaMn7/18Ni7/18Fe1/9Cu1/9O2,6,950,1.0,0.1111111111111111,2.0,0.1111111111111111,0.3888888888888889,0.3888888888888889,1.0,Successful
U00239,NaCu7/18Mn7/18Fe1/9Ni1/9O2,6,950,1.0,0.3888888888888889,2.0,0.1111111111111111,0.3888888888888889,0.1111111111111111,0.84,Successful
U00240,Na0.75Mn2/3Cu1/6Fe1/6O2,6,950,0.75,0.16666666666666666,2.0,0.16666666666666666,0.6666666666666666,0.0,1.0,Successful
U00241,Na0.75Ni2/3Fe1/6Cu1/6O2,6,950,0.75,0.16666666666666666,2.0,0.16666666666666666,0.0,0.6666666666666666,-1.0,Unsuccessful
U00242,Na0.75Mn2/3Ni1/6Cu1/6O2,6,950,0.75,0.16666666666666666,2.0,0.0,0.6666666666666666,0.16666666666666666,1.0,Successful
U00243,Na0.75Mn2/3Fe1/6Ni1/6O2,6,950,0.75,0.0,2.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,1.0,Successful
U00244,Na0.75Fe2/3Cu1/6Mn1/6O2,6,950,0.75,0.16666666666666666,2.0,0.6666666666666666,0.16666666666666666,0.0,0.06,Successful
U00245,Na0.75Fe2/3Cu1/6Ni1/6O2,6,950,0.75,0.16666666666666666,2.0,0.6666666666666666,0.0,0.16666666666666666,-1.0,Unsuccessful
U00246,Na0.75Ni2/3Cu1/6Mn1/6O2,6,950,0.75,0.16666666666666666,2.0,0.0,0.16666666666666666,0.6666666666666666,0.0,Successful
U00247,Na0.75Fe2/3Ni1/6Mn1/6O2,6,950,0.75,0.0,2.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.05,Successful
U00248,Na0.75Cu2/3Fe1/6Mn1/6O2,6,950,0.75,0.6666666666666666,2.0,0.16666666666666666,0.16666666666666666,0.0,0.88,Successful
U00249,Na0.75Cu2/3Ni1/6Fe1/6O2,6,950,0.75,0.6666666666666666,2.0,0.16666666666666666,0.0,0.16666666666666666,-1.0,Unsuccessful
U00250,Na0.75Cu2/3Ni1/6Mn1/6O2,6,950,0.75,0.6666666666666666,2.0,0.0,0.16666666666666666,0.16666666666666666,1.0,Successful
U00251,Na0.75Ni2/3Fe1/6Mn1/6O2,6,950,0.75,0.0,2.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.89,Successful
U00252,Na0.75Cu2/3Ni1/9Mn1/9Fe1/9O2,6,950,0.75,0.6666666666666666,2.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0,Successful
U00253,Na0.75Fe2/3Cu1/9Mn1/9Ni1/9O2,6,950,0.75,0.1111111111111111,2.0,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.0,Successful
U00254,Na0.75Ni2/3Fe1/9Cu1/9Mn1/9O2,6,950,0.75,0.1111111111111111,2.0,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.82,Successful
U00255,Na0.75Mn2/3Cu1/9Fe1/9Ni1/9O2,6,950,0.75,0.1111111111111111,2.0,0.1111111111111111,0.6666666666666666,0.1111111111111111,1.0,Successful
U00256,Na0.75Mn1/9Cu8/27Fe8/27Ni8/27O2,6,950,0.75,0.2962962962962963,2.0,0.2962962962962963,0.1111111111111111,0.2962962962962963,0.76,Successful
U00257,Na0.75Ni1/9Cu8/27Fe8/27Mn8/27O2,6,950,0.75,0.2962962962962963,2.0,0.2962962962962963,0.2962962962962963,0.1111111111111111,0.81,Successful
U00258,Na0.75Fe1/9Mn8/27Cu8/27Ni8/27O2,6,950,0.75,0.2962962962962963,2.0,0.1111111111111111,0.2962962962962963,0.2962962962962963,1.0,Successful
U00259,Na0.75Cu1/9Mn8/27Fe8/27Ni8/27O2,6,950,0.75,0.1111111111111111,2.0,0.2962962962962963,0.2962962962962963,0.2962962962962963,1.0,Successful
U00260,Na0.75Fe7/18Ni7/18Cu1/9Mn1/9O2,6,950,0.75,0.1111111111111111,2.0,0.3888888888888889,0.1111111111111111,0.3888888888888889,0.49,Successful
U00261,Na0.75Cu7/18Ni7/18Fe1/9Mn1/9O2,6,950,0.75,0.3888888888888889,2.0,0.1111111111111111,0.1111111111111111,0.3888888888888889,0.0,Successful
U00262,Na0.75Fe7/18Mn7/18Cu1/9Ni1/9O2,6,950,0.75,0.1111111111111111,2.0,0.3888888888888889,0.3888888888888889,0.1111111111111111,0.8,Successful
U00263,Na0.75Cu7/18Fe7/18Mn1/9Ni1/9O2,6,950,0.75,0.3888888888888889,2.0,0.3888888888888889,0.1111111111111111,0.1111111111111111,0.31,Successful
U00264,Na0.75Mn7/18Ni7/18Fe1/9Cu1/9O2,6,950,0.75,0.1111111111111111,2.0,0.1111111111111111,0.3888888888888889,0.3888888888888889,1.0,Successful
U00265,Na0.75Cu7/18Mn7/18Fe1/9Ni1/9O2,6,950,0.75,0.3888888888888889,2.0,0.1111111111111111,0.3888888888888889,0.1111111111111111,1.0,Successful
U00266,Na0.5Mn2/3Cu1/6Fe1/6O2,6,950,0.5,0.16666666666666666,2.0,0.16666666666666666,0.6666666666666666,0.0,1.0,Successful
U00267,Na0.5Ni2/3Fe1/6Cu1/6O2,6,950,0.5,0.16666666666666666,2.0,0.16666666666666666,0.0,0.6666666666666666,-1.0,Unsuccessful
U00268,Na0.5Mn2/3Ni1/6Cu1/6O2,6,950,0.5,0.16666666666666666,2.0,0.0,0.6666666666666666,0.16666666666666666,1.0,Successful
U00269,Na0.5Mn2/3Fe1/6Ni1/6O2,6,950,0.5,0.0,2.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,1.0,Successful
U00270,Na0.5Fe2/3Cu1/6Mn1/6O2,6,950,0.5,0.16666666666666666,2.0,0.6666666666666666,0.16666666666666666,0.0,0.3,Successful
U00271,Na0.5Fe2/3Cu1/6Ni1/6O2,6,950,0.5,0.16666666666666666,2.0,0.6666666666666666,0.0,0.16666666666666666,-1.0,Unsuccessful
U00272,Na0.5Ni2/3Cu1/6Mn1/6O2,6,950,0.5,0.16666666666666666,2.0,0.0,0.16666666666666666,0.6666666666666666,1.0,Successful
U00273,Na0.5Fe2/3Ni1/6Mn1/6O2,6,950,0.5,0.0,2.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.31,Successful
U00274,Na0.5Cu2/3Fe1/6Mn1/6O2,6,950,0.5,0.6666666666666666,2.0,0.16666666666666666,0.16666666666666666,0.0,1.0,Successful
U00275,Na0.5Cu2/3Ni1/6Fe1/6O2,6,950,0.5,0.6666666666666666,2.0,0.16666666666666666,0.0,0.16666666666666666,-1.0,Unsuccessful
U00276,Na0.5Cu2/3Ni1/6Mn1/6O2,6,950,0.5,0.6666666666666666,2.0,0.0,0.16666666666666666,0.16666666666666666,1.0,Successful
U00277,Na0.5Ni2/3Fe1/6Mn1/6O2,6,950,0.5,0.0,2.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.75,Successful
U00278,Na0.5Cu2/3Ni1/9Mn1/9Fe1/9O2,6,950,0.5,0.6666666666666666,2.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.92,Successful
U00279,Na0.5Fe2/3Cu1/9Mn1/9Ni1/9O2,6,950,0.5,0.1111111111111111,2.0,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.0,Successful
U00280,Na0.5Ni2/3Fe1/9Cu1/9Mn1/9O2,6,950,0.5,0.1111111111111111,2.0,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.68,Successful
U00281,Na0.5Mn2/3Cu1/9Fe1/9Ni1/9O2,6,950,0.5,0.1111111111111111,2.0,0.1111111111111111,0.6666666666666666,0.1111111111111111,1.0,Successful
U00282,Na0.5Mn1/9Cu8/27Fe8/27Ni8/27O2,6,950,0.5,0.2962962962962963,2.0,0.2962962962962963,0.1111111111111111,0.2962962962962963,0.54,Successful
U00283,Na0.5Ni1/9Cu8/27Fe8/27Mn8/27O2,6,950,0.5,0.2962962962962963,2.0,0.2962962962962963,0.2962962962962963,0.1111111111111111,1.0,Successful
U00284,Na0.5Fe1/9Mn8/27Cu8/27Ni8/27O2,6,950,0.5,0.2962962962962963,2.0,0.1111111111111111,0.2962962962962963,0.2962962962962963,1.0,Successful
U00285,Na0.5Cu1/9Mn8/27Fe8/27Ni8/27O2,6,950,0.5,0.1111111111111111,2.0,0.2962962962962963,0.2962962962962963,0.2962962962962963,1.0,Successful
U00286,Na0.5Fe7/18Ni7/18Cu1/9Mn1/9O2,6,950,0.5,0.1111111111111111,2.0,0.3888888888888889,0.1111111111111111,0.3888888888888889,-1.0,Unsuccessful
U00287,Na0.5Cu7/18Ni7/18Fe1/9Mn1/9O2,6,950,0.5,0.3888888888888889,2.0,0.1111111111111111,0.1111111111111111,0.3888888888888889,1.0,Successful
U00288,Na0.5Fe7/18Mn7/18Cu1/9Ni1/9O2,6,950,0.5,0.1111111111111111,2.0,0.3888888888888889,0.3888888888888889,0.1111111111111111,1.0,Successful
U00289,Na0.5Cu7/18Fe7/18Mn1/9Ni1/9O2,6,950,0.5,0.3888888888888889,2.0,0.3888888888888889,0.1111111111111111,0.1111111111111111,0.0,Successful
U00290,Na0.5Mn7/18Ni7/18Fe1/9Cu1/9O2,6,950,0.5,0.1111111111111111,2.0,0.1111111111111111,0.3888888888888889,0.3888888888888889,1.0,Successful
U00291,Na0.5Cu7/18Mn7/18Fe1/9Ni1/9O2,6,950,0.5,0.3888888888888889,2.0,0.1111111111111111,0.3888888888888889,0.1111111111111111,1.0,Successful
U00292,NaMn2/3Cu1/6Fe1/6O2,3,950,1.0,0.16666666666666666,2.0,0.16666666666666666,0.6666666666666666,0.0,1.0,Successful
U00293,NaNi2/3Fe1/6Cu1/6O2,3,950,1.0,0.16666666666666666,2.0,0.16666666666666666,0.0,0.6666666666666666,-1.0,Unsuccessful
U00294,NaMn2/3Ni1/6Cu1/6O2,3,950,1.0,0.16666666666666666,2.0,0.0,0.6666666666666666,0.16666666666666666,1.0,Successful
U00295,NaMn2/3Fe1/6Ni1/6O2,3,950,1.0,0.0,2.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,1.0,Successful
U00296,NaFe2/3Cu1/6Mn1/6O2,3,950,1.0,0.16666666666666666,2.0,0.6666666666666666,0.16666666666666666,0.0,0.0,Successful
U00297,NaFe2/3Cu1/6Ni1/6O2,3,950,1.0,0.16666666666666666,2.0,0.6666666666666666,0.0,0.16666666666666666,-1.0,Unsuccessful
U00298,NaNi2/3Cu1/6Mn1/6O2,3,950,1.0,0.16666666666666666,2.0,0.0,0.16666666666666666,0.6666666666666666,1.0,Successful
U00299,NaFe2/3Ni1/6Mn1/6O2,3,950,1.0,0.0,2.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,Successful
U00300,NaCu2/3Fe1/6Mn1/6O2,3,950,1.0,0.6666666666666666,2.0,0.16666666666666666,0.16666666666666666,0.0,1.0,Successful
U00301,NaCu2/3Ni1/6Fe1/6O2,3,950,1.0,0.6666666666666666,2.0,0.16666666666666666,0.0,0.16666666666666666,-1.0,Unsuccessful
U00302,NaCu2/3Ni1/6Mn1/6O2,3,950,1.0,0.6666666666666666,2.0,0.0,0.16666666666666666,0.16666666666666666,0.0,Successful
U00303,NaNi2/3Fe1/6Mn1/6O2,3,950,1.0,0.0,2.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.18,Successful
U00304,NaCu2/3Ni1/9Mn1/9Fe1/9O2,3,950,1.0,0.6666666666666666,2.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0,Successful
U00305,NaFe2/3Cu1/9Mn1/9Ni1/9O2,3,950,1.0,0.1111111111111111,2.0,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.0,Successful
U00306,NaNi2/3Fe1/9Cu1/9Mn1/9O2,3,950,1.0,0.1111111111111111,2.0,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.52,Successful
U00307,NaMn2/3Cu1/9Fe1/9Ni1/9O2,3,950,1.0,0.1111111111111111,2.0,0.1111111111111111,0.6666666666666666,0.1111111111111111,1.0,Successful
U00308,NaMn1/9Cu8/27Fe8/27Ni8/27O2,3,950,1.0,0.2962962962962963,2.0,0.2962962962962963,0.1111111111111111,0.2962962962962963,0.0,Successful
U00309,NaNi1/9Cu8/27Fe8/27Mn8/27O2,3,950,1.0,0.2962962962962963,2.0,0.2962962962962963,0.2962962962962963,0.1111111111111111,0.38,Successful
U00310,NaFe1/9Mn8/27Cu8/27Ni8/27O2,3,950,1.0,0.2962962962962963,2.0,0.1111111111111111,0.2962962962962963,0.2962962962962963,1.0,Successful
U00311,NaCu1/9Mn8/27Fe8/27Ni8/27O2,3,950,1.0,0.1111111111111111,2.0,0.2962962962962963,0.2962962962962963,0.2962962962962963,1.0,Successful
U00312,NaFe7/18Ni7/18Cu1/9Mn1/9O2,3,950,1.0,0.1111111111111111,2.0,0.3888888888888889,0.1111111111111111,0.3888888888888889,1.0,Successful
U00313,NaCu7/18Ni7/18Fe1/9Mn1/9O2,3,950,1.0,0.3888888888888889,2.0,0.1111111111111111,0.1111111111111111,0.3888888888888889,1.0,Successful
U00314,NaFe7/18Mn7/18Cu1/9Ni1/9O2,3,950,1.0,0.1111111111111111,2.0,0.3888888888888889,0.3888888888888889,0.1111111111111111,1.0,Successful
U00315,NaCu7/18Fe7/18Mn1/9Ni1/9O2,3,950,1.0,0.3888888888888889,2.0,0.3888888888888889,0.1111111111111111,0.1111111111111111,0.29,Successful
U00316,NaMn7/18Ni7/18Fe1/9Cu1/9O2,3,950,1.0,0.1111111111111111,2.0,0.1111111111111111,0.3888888888888889,0.3888888888888889,1.0,Successful
U00317,NaCu7/18Mn7/18Fe1/9Ni1/9O2,3,950,1.0,0.3888888888888889,2.0,0.1111111111111111,0.3888888888888889,0.1111111111111111,1.0,Successful
U00318,Na0.75Mn2/3Cu1/6Fe1/6O2,3,950,0.75,0.16666666666666666,2.0,0.16666666666666666,0.6666666666666666,0.0,1.0,Successful
U00319,Na0.75Ni2/3Fe1/6Cu1/6O2,3,950,0.75,0.16666666666666666,2.0,0.16666666666666666,0.0,0.6666666666666666,-1.0,Unsuccessful
U00320,Na0.75Mn2/3Ni1/6Cu1/6O2,3,950,0.75,0.16666666666666666,2.0,0.0,0.6666666666666666,0.16666666666666666,1.0,Successful
U00321,Na0.75Mn2/3Fe1/6Ni1/6O2,3,950,0.75,0.0,2.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,1.0,Successful
U00322,Na0.75Fe2/3Cu1/6Mn1/6O2,3,950,0.75,0.16666666666666666,2.0,0.6666666666666666,0.16666666666666666,0.0,0.08,Successful
U00323,Na0.75Fe2/3Cu1/6Ni1/6O2,3,950,0.75,0.16666666666666666,2.0,0.6666666666666666,0.0,0.16666666666666666,-1.0,Unsuccessful
U00324,Na0.75Ni2/3Cu1/6Mn1/6O2,3,950,0.75,0.16666666666666666,2.0,0.0,0.16666666666666666,0.6666666666666666,0.0,Successful
U00325,Na0.75Fe2/3Ni1/6Mn1/6O2,3,950,0.75,0.0,2.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,Successful
U00326,Na0.75Cu2/3Fe1/6Mn1/6O2,3,950,0.75,0.6666666666666666,2.0,0.16666666666666666,0.16666666666666666,0.0,0.64,Successful
U00327,Na0.75Cu2/3Ni1/6Fe1/6O2,3,950,0.75,0.6666666666666666,2.0,0.16666666666666666,0.0,0.16666666666666666,-1.0,Unsuccessful
U00328,Na0.75Cu2/3Ni1/6Mn1/6O2,3,950,0.75,0.6666666666666666,2.0,0.0,0.16666666666666666,0.16666666666666666,1.0,Successful
U00329,Na0.75Ni2/3Fe1/6Mn1/6O2,3,950,0.75,0.0,2.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.36,Successful
U00330,Na0.75Cu2/3Ni1/9Mn1/9Fe1/9O2,3,950,0.75,0.6666666666666666,2.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4,Successful
U00331,Na0.75Fe2/3Cu1/9Mn1/9Ni1/9O2,3,950,0.75,0.1111111111111111,2.0,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.0,Successful
U00332,Na0.75Ni2/3Fe1/9Cu1/9Mn1/9O2,3,950,0.75,0.1111111111111111,2.0,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.73,Successful
U00333,Na0.75Mn2/3Cu1/9Fe1/9Ni1/9O2,3,950,0.75,0.1111111111111111,2.0,0.1111111111111111,0.6666666666666666,0.1111111111111111,1.0,Successful
U00334,Na0.75Mn1/9Cu8/27Fe8/27Ni8/27O2,3,950,0.75,0.2962962962962963,2.0,0.2962962962962963,0.1111111111111111,0.2962962962962963,0.37,Successful
U00335,Na0.75Ni1/9Cu8/27Fe8/27Mn8/27O2,3,950,0.75,0.2962962962962963,2.0,0.2962962962962963,0.2962962962962963,0.1111111111111111,0.33,Successful
U00336,Na0.75Fe1/9Mn8/27Cu8/27Ni8/27O2,3,950,0.75,0.2962962962962963,2.0,0.1111111111111111,0.2962962962962963,0.2962962962962963,1.0,Successful
U00337,Na0.75Cu1/9Mn8/27Fe8/27Ni8/27O2,3,950,0.75,0.1111111111111111,2.0,0.2962962962962963,0.2962962962962963,0.2962962962962963,0.48,Successful
U00338,Na0.75Fe7/18Ni7/18Cu1/9Mn1/9O2,3,950,0.75,0.1111111111111111,2.0,0.3888888888888889,0.1111111111111111,0.3888888888888889,0.19,Successful
U00339,Na0.75Cu7/18Ni7/18Fe1/9Mn1/9O2,3,950,0.75,0.3888888888888889,2.0,0.1111111111111111,0.1111111111111111,0.3888888888888889,1.0,Successful
U00340,Na0.75Fe7/18Mn7/18Cu1/9Ni1/9O2,3,950,0.75,0.1111111111111111,2.0,0.3888888888888889,0.3888888888888889,0.1111111111111111,0.66,Successful
U00341,Na0.75Cu7/18Fe7/18Mn1/9Ni1/9O2,3,950,0.75,0.3888888888888889,2.0,0.3888888888888889,0.1111111111111111,0.1111111111111111,0.0,Successful
U00342,Na0.75Mn7/18Ni7/18Fe1/9Cu1/9O2,3,950,0.75,0.1111111111111111,2.0,0.1111111111111111,0.3888888888888889,0.3888888888888889,0.87,Successful
U00343,Na0.75Cu7/18Mn7/18Fe1/9Ni1/9O2,3,950,0.75,0.3888888888888889,2.0,0.1111111111111111,0.3888888888888889,0.1111111111111111,1.0,Successful
U00344,Na0.5Mn2/3Cu1/6Fe1/6O2,3,950,0.5,0.16666666666666666,2.0,0.16666666666666666,0.6666666666666666,0.0,1.0,Successful
U00345,Na0.5Ni2/3Fe1/6Cu1/6O2,3,950,0.5,0.16666666666666666,2.0,0.16666666666666666,0.0,0.6666666666666666,-1.0,Unsuccessful
U00346,Na0.5Mn2/3Ni1/6Cu1/6O2,3,950,0.5,0.16666666666666666,2.0,0.0,0.6666666666666666,0.16666666666666666,1.0,Successful
U00347,Na0.5Mn2/3Fe1/6Ni1/6O2,3,950,0.5,0.0,2.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,1.0,Successful
U00348,Na0.5Fe2/3Cu1/6Mn1/6O2,3,950,0.5,0.16666666666666666,2.0,0.6666666666666666,0.16666666666666666,0.0,0.08,Successful
U00349,Na0.5Fe2/3Cu1/6Ni1/6O2,3,950,0.5,0.16666666666666666,2.0,0.6666666666666666,0.0,0.16666666666666666,-1.0,Unsuccessful
U00350,Na0.5Ni2/3Cu1/6Mn1/6O2,3,950,0.5,0.16666666666666666,2.0,0.0,0.16666666666666666,0.6666666666666666,1.0,Successful
U00351,Na0.5Fe2/3Ni1/6Mn1/6O2,3,950,0.5,0.0,2.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,Successful
U00352,Na0.5Cu2/3Fe1/6Mn1/6O2,3,950,0.5,0.6666666666666666,2.0,0.16666666666666666,0.16666666666666666,0.0,0.53,Successful
U00353,Na0.5Cu2/3Ni1/6Fe1/6O2,3,950,0.5,0.6666666666666666,2.0,0.16666666666666666,0.0,0.16666666666666666,-1.0,Unsuccessful
U00354,Na0.5Cu2/3Ni1/6Mn1/6O2,3,950,0.5,0.6666666666666666,2.0,0.0,0.16666666666666666,0.16666666666666666,1.0,Successful
U00355,Na0.5Ni2/3Fe1/6Mn1/6O2,3,950,0.5,0.0,2.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.62,Successful
U00356,Na0.5Cu2/3Ni1/9Mn1/9Fe1/9O2,3,950,0.5,0.6666666666666666,2.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.57,Successful
U00357,Na0.5Fe2/3Cu1/9Mn1/9Ni1/9O2,3,950,0.5,0.1111111111111111,2.0,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.0,Successful
U00358,Na0.5Ni2/3Fe1/9Cu1/9Mn1/9O2,3,950,0.5,0.1111111111111111,2.0,0.1111111111111111,0.1111111111111111,0.6666666666666666,-1.0,Unsuccessful
U00359,Na0.5Mn2/3Cu1/9Fe1/9Ni1/9O2,3,950,0.5,0.1111111111111111,2.0,0.1111111111111111,0.6666666666666666,0.1111111111111111,1.0,Successful
U00360,Na0.5Mn1/9Cu8/27Fe8/27Ni8/27O2,3,950,0.5,0.2962962962962963,2.0,0.2962962962962963,0.1111111111111111,0.2962962962962963,0.49,Successful
U00361,Na0.5Ni1/9Cu8/27Fe8/27Mn8/27O2,3,950,0.5,0.2962962962962963,2.0,0.2962962962962963,0.2962962962962963,0.1111111111111111,0.5,Successful
U00362,Na0.5Fe1/9Mn8/27Cu8/27Ni8/27O2,3,950,0.5,0.2962962962962963,2.0,0.1111111111111111,0.2962962962962963,0.2962962962962963,0.72,Successful
U00363,Na0.5Cu1/9Mn8/27Fe8/27Ni8/27O2,3,950,0.5,0.1111111111111111,2.0,0.2962962962962963,0.2962962962962963,0.2962962962962963,0.45,Successful
U00364,Na0.5Fe7/18Ni7/18Cu1/9Mn1/9O2,3,950,0.5,0.1111111111111111,2.0,0.3888888888888889,0.1111111111111111,0.3888888888888889,0.18,Successful
U00365,Na0.5Cu7/18Ni7/18Fe1/9Mn1/9O2,3,950,0.5,0.3888888888888889,2.0,0.1111111111111111,0.1111111111111111,0.3888888888888889,-1.0,Unsuccessful
U00366,Na0.5Fe7/18Mn7/18Cu1/9Ni1/9O2,3,950,0.5,0.1111111111111111,2.0,0.3888888888888889,0.3888888888888889,0.1111111111111111,0.52,Successful
U00367,Na0.5Cu7/18Fe7/18Mn1/9Ni1/9O2,3,950,0.5,0.3888888888888889,2.0,0.3888888888888889,0.1111111111111111,0.1111111111111111,0.0,Successful
U00368,Na0.5Mn7/18Ni7/18Fe1/9Cu1/9O2,3,950,0.5,0.1111111111111111,2.0,0.1111111111111111,0.3888888888888889,0.3888888888888889,0.83,Successful
U00369,Na0.5Cu7/18Mn7/18Fe1/9Ni1/9O2,3,950,0.5,0.3888888888888889,2.0,0.1111111111111111,0.3888888888888889,0.1111111111111111,1.0,Successful
